Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:24:15,2018-07-10 21:24:18,3.353s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:24:18,2018-07-10 21:24:18,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:24:18,2018-07-10 21:25:49,1m - 30.306s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:25:49,2018-07-10 21:25:49,0.002s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:25:49,2018-07-10 21:25:49,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:25:49,2018-07-10 21:25:49,0.702s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-05,Chrome 67.0.3396.99,To verify that public admin is able to generate raw data summary report for selected groups/stores for selected duration,2018-07-10 21:25:49,2018-07-10 21:31:30,5m - 41.046s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:25:49,2018-07-10 21:25:53,3.269s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:25:53,2018-07-10 21:25:53,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:25:53,2018-07-10 21:31:30,5m - 36.938s,FAILED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:31:30,2018-07-10 21:31:30,0.688s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-06,Chrome 67.0.3396.99,To verify that public admin is able to generate day summary report for selected groups/stores for selected time period,2018-07-10 21:31:30,2018-07-10 21:33:36,2m - 5.563s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:31:30,2018-07-10 21:31:34,3.330s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:31:34,2018-07-10 21:31:34,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:31:34,2018-07-10 21:33:35,2m - 1.392s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:33:35,2018-07-10 21:33:35,0.002s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:33:35,2018-07-10 21:33:35,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:33:35,2018-07-10 21:33:36,0.658s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-07,Chrome 67.0.3396.99,To verify that public admin is able to generate weekly summary report for selected groups/stores for maximum of 2 months,2018-07-10 21:33:36,2018-07-10 21:35:46,2m - 10.050s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:33:36,2018-07-10 21:33:39,3.298s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:33:39,2018-07-10 21:33:39,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:33:39,2018-07-10 21:35:45,2m - 5.881s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:35:45,2018-07-10 21:35:45,0.003s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:35:45,2018-07-10 21:35:45,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:35:45,2018-07-10 21:35:46,0.649s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-08,Chrome 67.0.3396.99,To verify that public admin is able to generate day summary report for selected groups/stores for maximum of 1 month,2018-07-10 21:35:46,2018-07-10 21:37:55,2m - 9.388s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:35:46,2018-07-10 21:35:49,3.279s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:35:49,2018-07-10 21:35:49,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:35:49,2018-07-10 21:37:55,2m - 5.199s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:37:55,2018-07-10 21:37:55,0.002s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:37:55,2018-07-10 21:37:55,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:37:55,2018-07-10 21:37:55,0.743s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-09,Chrome 67.0.3396.99,To verify that public admin is able to generate daypart summary report for selected groups/stores for maximum of 2 weeks,2018-07-10 21:37:55,2018-07-10 21:40:08,2m - 12.328s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:37:55,2018-07-10 21:38:00,4.863s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:38:00,2018-07-10 21:38:00,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:38:00,2018-07-10 21:40:07,2m - 6.627s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:40:07,2018-07-10 21:40:07,0.001s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:40:07,2018-07-10 21:40:07,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:40:07,2018-07-10 21:40:08,0.638s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-10,Chrome 67.0.3396.99,To verify that public admin is able to generate raw data summary report for selected groups/stores for maximum of 1 day,2018-07-10 21:40:08,2018-07-10 21:42:50,2m - 42.548s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:40:08,2018-07-10 21:40:12,3.935s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:40:12,2018-07-10 21:40:12,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:40:12,2018-07-10 21:42:50,2m - 37.542s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:42:50,2018-07-10 21:42:50,0.001s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:42:50,2018-07-10 21:42:50,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:42:50,2018-07-10 21:42:50,0.687s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-11,Chrome 67.0.3396.99,To verify that public admin is able to generate day summary report for maximum of 1 month with 250 stores by using Advanced options,2018-07-10 21:42:50,2018-07-10 21:44:35,1m - 44.836s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:42:50,2018-07-10 21:42:54,3.309s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:42:54,2018-07-10 21:42:54,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:42:54,2018-07-10 21:44:34,1m - 40.511s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:44:34,2018-07-10 21:44:34,0.001s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:44:34,2018-07-10 21:44:34,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:44:34,2018-07-10 21:44:35,0.681s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-12,Chrome 67.0.3396.99,To verify that public admin is able to generate daypart summary report for maximum of 3 weeks with 250 stores by using Advanced options,2018-07-10 21:44:35,2018-07-10 21:46:45,2m - 10.055s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:44:35,2018-07-10 21:44:39,3.368s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:44:39,2018-07-10 21:44:39,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:44:39,2018-07-10 21:46:45,2m - 5.680s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:46:45,2018-07-10 21:46:45,0.001s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:46:45,2018-07-10 21:46:45,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:46:45,2018-07-10 21:46:45,0.671s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-13,Chrome 67.0.3396.99,To verify that public admin is able to generate week summary report for maximum of 2 months with 250 stores by using Advanced options,2018-07-10 21:46:45,2018-07-10 21:48:28,1m - 42.520s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:46:45,2018-07-10 21:46:49,3.276s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:46:49,2018-07-10 21:46:49,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:46:49,2018-07-10 21:48:27,1m - 38.352s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:48:27,2018-07-10 21:48:27,0.001s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:48:27,2018-07-10 21:48:27,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:48:27,2018-07-10 21:48:28,0.643s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-14,Chrome 67.0.3396.99,To verify that public admin is able to generate day summary report for maximum of 1 month with 100 stores by using Advanced options,2018-07-10 21:48:28,2018-07-10 21:50:12,1m - 44.494s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:48:28,2018-07-10 21:48:31,3.289s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:48:31,2018-07-10 21:48:31,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:48:31,2018-07-10 21:50:12,1m - 40.249s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:50:12,2018-07-10 21:50:12,0.001s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:50:12,2018-07-10 21:50:12,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:50:12,2018-07-10 21:50:12,0.708s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-15,Chrome 67.0.3396.99,To verify that public admin is able to generate daypart summary report for maximum of 3 months with 100 stores by using Advanced options,2018-07-10 21:50:12,2018-07-10 21:51:44,1m - 31.732s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:50:12,2018-07-10 21:50:16,3.325s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:50:16,2018-07-10 21:50:16,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:50:16,2018-07-10 21:51:43,1m - 27.540s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:51:43,2018-07-10 21:51:43,0.001s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:51:43,2018-07-10 21:51:43,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:51:43,2018-07-10 21:51:44,0.641s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-16,Chrome 67.0.3396.99,To verify that public admin is able to generate week summary report for maximum of 3 months with 250 stores by using Advanced options,2018-07-10 21:51:44,2018-07-10 21:54:03,2m - 19.209s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-10 21:51:44,2018-07-10 21:51:47,3.372s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-10 21:51:48,2018-07-10 21:51:48,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-10 21:51:48,2018-07-10 21:54:03,2m - 14.917s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-10 21:54:03,2018-07-10 21:54:03,0.001s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-10 21:54:03,2018-07-10 21:54:03,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-10 21:54:03,2018-07-10 21:54:03,0.651s,PASSED
