Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - Try,Chrome 67.0.3396.99,,2018-07-11 12:28:22,2018-07-11 12:30:47,2m - 24.753s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-11 12:30:47,2018-07-11 12:30:47,0.012s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-11 12:30:47,2018-07-11 12:30:47,0.678s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-CreateGroup-08,Chrome 67.0.3396.99,To verify that Group names are unique,2018-07-11 12:30:47,2018-07-11 12:32:33,1m - 45.460s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-11 12:30:47,2018-07-11 12:30:51,3.054s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-11 12:30:51,2018-07-11 12:30:51,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-11 12:30:51,2018-07-11 12:32:32,1m - 41.439s,PASSED
Statement - Catch (Exception e),Chrome 67.0.3396.99,,2018-07-11 12:32:32,2018-07-11 12:32:32,0.000s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-11 12:32:32,2018-07-11 12:32:32,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-11 12:32:32,2018-07-11 12:32:33,0.718s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-StoreDetailsPage-09,Chrome 67.0.3396.99,To verify that public admin is able to view store details page,2018-07-11 12:32:33,2018-07-11 12:34:08,1m - 34.836s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 67.0.3396.99,,2018-07-11 12:32:33,2018-07-11 12:32:36,3.139s,PASSED
Statement - TCflag = true,Chrome 67.0.3396.99,,2018-07-11 12:32:36,2018-07-11 12:32:36,0.000s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-11 12:32:36,2018-07-11 12:34:07,1m - 30.593s,PASSED
Statement - assert TCflag == true,Chrome 67.0.3396.99,,2018-07-11 12:34:07,2018-07-11 12:34:07,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 67.0.3396.99,,2018-07-11 12:34:07,2018-07-11 12:34:08,0.962s,PASSED
